peptide_id	target_name	target_role	target_uniprot	iptm_best	iptm_mean	iptm_std	ptm_best	iface_pae_best	n_samples	sec	is_shuffled	shuffle_k	err
046_386_618	EPOR	decoy	P19235	0.183	0.171	0.011	0.704	25.03	5	2.4	0	-1	
046_386_618	GHR	decoy	P10912	0.453	0.371	0.154	0.586	28.42	5	2.6	0	-1	
046_386_618	LGR4	decoy	Q9BXB1	0.399	0.28	0.089	0.694	26.38	5	6.7	0	-1	
046_386_618	GCGR	decoy	P47871	0.249	0.192	0.049	0.539	23.29	5	1.5	0	-1	
046_386_618	PTHR1	decoy	Q03431	0.113	0.105	0.007	0.406	27.2	5	1.8	0	-1	
046_386_618	ADRB2	decoy	P07550	0.302	0.255	0.051	0.615	26.42	5	4.8	0	-1	
046_386_618	DRD2	decoy	P14416	0.25	0.192	0.043	0.536	29.89	5	5.4	0	-1	
046_386_618	ITGAV	decoy	P06756	0.466	0.461	0.004	0.643	26.15	5	18.4	0	-1	
046_386_618	ITGB3	decoy	P05106	0.168	0.156	0.015	0.617	29.3	5	9.8	0	-1	
243_512_251	IL23R	receptor	Q5VWK5	0.129	0.12	0.009	0.655	27.88	5	3.4	0	-1	
243_512_251	EGFR	receptor	P00533	0.206	0.177	0.019	0.55	28.56	5	8.8	0	-1	
243_512_251	FPR1	receptor	P21462	0.209	0.195	0.012	0.672	25.45	5	3.7	0	-1	
243_512_251	FPR2	receptor	P25090	0.196	0.164	0.026	0.693	26.08	5	3.7	0	-1	
243_512_251	TLR2	receptor	O60603	0.263	0.253	0.011	0.835	25.9	5	7.3	0	-1	
243_512_251	IL10RA	receptor	Q13651	0.129	0.106	0.016	0.722	26.94	5	2.1	0	-1	
243_512_251	GLP1R	receptor	P43220	0.109	0.101	0.007	0.508	25.15	5	1.6	0	-1	
243_512_251	GPR35	receptor	Q9HC97	0.151	0.126	0.017	0.669	26.56	5	3.1	0	-1	
243_512_251	ITGA4	receptor	P13612	0.293	0.276	0.013	0.614	28.23	5	17.6	0	-1	
243_512_251	ITGB7	receptor	P26010	0.216	0.185	0.018	0.578	28.67	5	10.2	0	-1	
243_512_251	CCR6	receptor	P51684	0.125	0.103	0.023	0.606	28.47	5	4.0	0	-1	
243_512_251	TNFRSF1B	receptor	P20333	0.153	0.137	0.018	0.531	27.11	5	2.4	0	-1	
243_512_251	IL6R	receptor	P08887	0.171	0.152	0.012	0.663	28.06	5	3.6	0	-1	
243_512_251	CXCR4	receptor	P61073	0.218	0.153	0.073	0.66	26.32	5	3.6	0	-1	
243_512_251	IL7R	receptor	P16871	0.163	0.134	0.023	0.704	25.25	5	2.1	0	-1	
243_512_251	INSR	decoy	P06213	0.142	0.128	0.014	0.519	30.49	5	11.7	0	-1	
243_512_251	EPOR	decoy	P19235	0.236	0.188	0.046	0.729	25.93	5	2.3	0	-1	
243_512_251	GHR	decoy	P10912	0.101	0.094	0.006	0.609	29.17	5	2.4	0	-1	
243_512_251	LGR4	decoy	Q9BXB1	0.278	0.251	0.029	0.724	24.89	5	6.5	0	-1	
243_512_251	GCGR	decoy	P47871	0.105	0.098	0.007	0.502	25.13	5	1.4	0	-1	
243_512_251	PTHR1	decoy	Q03431	0.146	0.132	0.009	0.417	26.11	5	1.8	0	-1	
243_512_251	ADRB2	decoy	P07550	0.176	0.149	0.034	0.624	27.23	5	4.6	0	-1	
243_512_251	DRD2	decoy	P14416	0.119	0.106	0.011	0.536	29.26	5	5.0	0	-1	
243_512_251	ITGAV	decoy	P06756	0.348	0.309	0.039	0.652	27.02	5	17.0	0	-1	
243_512_251	ITGB3	decoy	P05106	0.202	0.169	0.027	0.607	28.89	5	9.5	0	-1	
251_125_773	IL23R	receptor	Q5VWK5	0.311	0.299	0.008	0.673	23.63	5	3.6	0	-1	
251_125_773	EGFR	receptor	P00533	0.16	0.139	0.016	0.537	29.09	5	8.4	0	-1	
251_125_773	FPR1	receptor	P21462	0.186	0.129	0.045	0.661	26.01	5	3.8	0	-1	
251_125_773	FPR2	receptor	P25090	0.156	0.121	0.024	0.688	27.15	5	3.8	0	-1	
251_125_773	TLR2	receptor	O60603	0.28	0.265	0.008	0.819	25.31	5	7.6	0	-1	
251_125_773	IL10RA	receptor	Q13651	0.25	0.189	0.052	0.724	24.93	5	2.1	0	-1	
251_125_773	GLP1R	receptor	P43220	0.157	0.119	0.025	0.532	24.99	5	1.5	0	-1	
251_125_773	GPR35	receptor	Q9HC97	0.35	0.266	0.09	0.66	25.06	5	3.1	0	-1	
251_125_773	ITGA4	receptor	P13612	0.287	0.273	0.014	0.605	28.16	5	16.8	0	-1	
251_125_773	ITGB7	receptor	P26010	0.188	0.166	0.026	0.574	29.39	5	10.7	0	-1	
251_125_773	CCR6	receptor	P51684	0.151	0.124	0.024	0.602	27.72	5	4.1	0	-1	
251_125_773	TNFRSF1B	receptor	P20333	0.167	0.156	0.007	0.523	26.4	5	2.4	0	-1	
251_125_773	IL6R	receptor	P08887	0.257	0.211	0.042	0.653	25.27	5	3.7	0	-1	
251_125_773	CXCR4	receptor	P61073	0.326	0.236	0.106	0.639	27.05	5	3.8	0	-1	
251_125_773	IL7R	receptor	P16871	0.178	0.128	0.025	0.7	24.8	5	2.3	0	-1	
251_125_773	INSR	decoy	P06213	0.182	0.16	0.018	0.52	29.37	5	11.4	0	-1	
251_125_773	EPOR	decoy	P19235	0.163	0.141	0.014	0.713	25.47	5	2.3	0	-1	
251_125_773	GHR	decoy	P10912	0.1	0.086	0.01	0.598	28.46	5	2.5	0	-1	
251_125_773	LGR4	decoy	Q9BXB1	0.263	0.22	0.023	0.725	25.5	5	6.8	0	-1	
251_125_773	GCGR	decoy	P47871	0.128	0.116	0.011	0.512	24.19	5	1.5	0	-1	
251_125_773	PTHR1	decoy	Q03431	0.147	0.133	0.009	0.427	25.59	5	1.7	0	-1	
251_125_773	ADRB2	decoy	P07550	0.231	0.188	0.032	0.629	25.22	5	4.4	0	-1	
251_125_773	DRD2	decoy	P14416	0.163	0.144	0.016	0.534	27.71	5	4.9	0	-1	
251_125_773	ITGAV	decoy	P06756	0.582	0.565	0.014	0.657	23.15	5	18.4	0	-1	
251_125_773	ITGB3	decoy	P05106	0.133	0.126	0.009	0.6	30.2	5	10.5	0	-1	
270_805_215	IL23R	receptor	Q5VWK5	0.35	0.321	0.049	0.71	22.88	5	3.0	0	-1	
270_805_215	EGFR	receptor	P00533	0.246	0.22	0.022	0.562	26.39	5	8.4	0	-1	
270_805_215	FPR1	receptor	P21462	0.281	0.255	0.013	0.724	23.87	5	3.4	0	-1	
270_805_215	FPR2	receptor	P25090	0.258	0.251	0.005	0.767	24.15	5	3.5	0	-1	
270_805_215	TLR2	receptor	O60603	0.286	0.254	0.018	0.843	25.09	5	6.9	0	-1	
270_805_215	IL10RA	receptor	Q13651	0.126	0.108	0.018	0.767	26.6	5	2.0	0	-1	
270_805_215	GLP1R	receptor	P43220	0.138	0.125	0.011	0.558	23.42	5	1.3	0	-1	
270_805_215	GPR35	receptor	Q9HC97	0.271	0.202	0.038	0.767	23.87	5	2.8	0	-1	
270_805_215	ITGA4	receptor	P13612	0.416	0.387	0.038	0.619	26.41	5	17.4	0	-1	
270_805_215	ITGB7	receptor	P26010	0.263	0.241	0.023	0.606	27.8	5	9.7	0	-1	
270_805_215	CCR6	receptor	P51684	0.197	0.165	0.019	0.661	27.01	5	3.7	0	-1	
270_805_215	TNFRSF1B	receptor	P20333	0.266	0.227	0.023	0.561	23.85	5	2.0	0	-1	
270_805_215	IL6R	receptor	P08887	0.458	0.442	0.018	0.699	21.14	5	3.2	0	-1	
270_805_215	CXCR4	receptor	P61073	0.23	0.167	0.069	0.713	25.88	5	3.4	0	-1	
270_805_215	IL7R	receptor	P16871	0.123	0.116	0.005	0.735	25.95	5	1.8	0	-1	
270_805_215	INSR	decoy	P06213	0.18	0.169	0.016	0.533	29.88	5	10.6	0	-1	
270_805_215	EPOR	decoy	P19235	0.111	0.091	0.011	0.76	26.71	5	2.0	0	-1	
270_805_215	GHR	decoy	P10912	0.157	0.15	0.005	0.675	26.31	5	2.2	0	-1	
270_805_215	LGR4	decoy	Q9BXB1	0.31	0.306	0.004	0.768	24.13	5	6.2	0	-1	
270_805_215	GCGR	decoy	P47871	0.171	0.143	0.021	0.559	22.34	5	1.4	0	-1	
270_805_215	PTHR1	decoy	Q03431	0.164	0.15	0.01	0.451	25.01	5	1.5	0	-1	
270_805_215	ADRB2	decoy	P07550	0.147	0.131	0.014	0.667	28.36	5	4.3	0	-1	
270_805_215	DRD2	decoy	P14416	0.132	0.113	0.017	0.564	29.38	5	4.6	0	-1	
270_805_215	ITGAV	decoy	P06756	0.436	0.383	0.053	0.658	25.67	5	16.6	0	-1	
270_805_215	ITGB3	decoy	P05106	0.245	0.229	0.022	0.619	28.05	5	9.0	0	-1	
079_232_414	IL23R	receptor	Q5VWK5	0.181	0.146	0.031	0.613	26.96	5	3.8	0	-1	
079_232_414	EGFR	receptor	P00533	0.265	0.225	0.062	0.541	26.15	5	8.3	0	-1	
079_232_414	FPR1	receptor	P21462	0.435	0.391	0.028	0.686	19.61	5	4.0	0	-1	
079_232_414	FPR2	receptor	P25090	0.408	0.352	0.038	0.727	19.92	5	3.9	0	-1	
079_232_414	TLR2	receptor	O60603	0.205	0.182	0.012	0.786	27.11	5	8.4	0	-1	
079_232_414	IL10RA	receptor	Q13651	0.268	0.181	0.088	0.696	23.12	5	2.4	0	-1	
079_232_414	GLP1R	receptor	P43220	0.129	0.121	0.006	0.528	24.06	5	1.6	0	-1	
079_232_414	GPR35	receptor	Q9HC97	0.27	0.26	0.008	0.687	24.15	5	3.3	0	-1	
079_232_414	ITGA4	receptor	P13612	0.348	0.325	0.02	0.595	27.2	5	17.3	0	-1	
079_232_414	ITGB7	receptor	P26010	0.281	0.221	0.067	0.579	28.1	5	11.7	0	-1	
079_232_414	CCR6	receptor	P51684	0.401	0.396	0.004	0.644	21.5	5	4.5	0	-1	
079_232_414	TNFRSF1B	receptor	P20333	0.17	0.143	0.017	0.486	26.29	5	2.5	0	-1	
079_232_414	IL6R	receptor	P08887	0.284	0.264	0.02	0.64	25.34	5	4.0	0	-1	
079_232_414	CXCR4	receptor	P61073	0.592	0.562	0.021	0.74	16.56	5	4.1	0	-1	
079_232_414	IL7R	receptor	P16871	0.363	0.328	0.023	0.713	19.52	5	2.4	0	-1	
079_232_414	INSR	decoy	P06213	0.255	0.205	0.032	0.508	28.46	5	11.7	0	-1	
079_232_414	EPOR	decoy	P19235	0.166	0.153	0.012	0.682	25.3	5	2.5	0	-1	
079_232_414	GHR	decoy	P10912	0.823	0.818	0.004	0.794	11.06	5	2.7	0	-1	
079_232_414	LGR4	decoy	Q9BXB1	0.875	0.867	0.005	0.808	11.22	5	7.0	0	-1	
079_232_414	GCGR	decoy	P47871	0.193	0.142	0.034	0.537	21.75	5	1.5	0	-1	
079_232_414	PTHR1	decoy	Q03431	0.257	0.234	0.014	0.477	22.8	5	1.7	0	-1	
079_232_414	ADRB2	decoy	P07550	0.184	0.171	0.011	0.612	27.18	5	4.6	0	-1	
079_232_414	DRD2	decoy	P14416	0.272	0.228	0.05	0.533	26.16	5	5.5	0	-1	
079_232_414	ITGAV	decoy	P06756	0.424	0.354	0.073	0.63	25.53	5	19.0	0	-1	
079_232_414	ITGB3	decoy	P05106	0.15	0.141	0.01	0.573	29.64	5	11.5	0	-1	
246_552_641	IL23R	receptor	Q5VWK5	0.127	0.11	0.014	0.646	27.89	5	3.4	0	-1	
246_552_641	EGFR	receptor	P00533	0.159	0.135	0.019	0.533	29.4	5	8.7	0	-1	
246_552_641	FPR1	receptor	P21462	0.272	0.24	0.03	0.708	24.21	5	3.7	0	-1	
246_552_641	FPR2	receptor	P25090	0.297	0.281	0.013	0.73	23.42	5	3.7	0	-1	
246_552_641	TLR2	receptor	O60603	0.671	0.554	0.21	0.851	18.57	5	7.3	0	-1	
246_552_641	IL10RA	receptor	Q13651	0.442	0.425	0.014	0.74	23.12	5	2.0	0	-1	
246_552_641	GLP1R	receptor	P43220	0.134	0.122	0.011	0.522	23.77	5	1.4	0	-1	
246_552_641	GPR35	receptor	Q9HC97	0.119	0.112	0.008	0.686	28.34	5	3.1	0	-1	
246_552_641	ITGA4	receptor	P13612	0.361	0.265	0.114	0.591	28.82	5	17.8	0	-1	
246_552_641	ITGB7	receptor	P26010	0.295	0.216	0.088	0.57	29.33	5	10.1	0	-1	
246_552_641	CCR6	receptor	P51684	0.212	0.185	0.021	0.626	25.8	5	4.0	0	-1	
246_552_641	TNFRSF1B	receptor	P20333	0.564	0.56	0.004	0.6	18.76	5	2.3	0	-1	
246_552_641	IL6R	receptor	P08887	0.1	0.09	0.008	0.632	29.51	5	3.6	0	-1	
246_552_641	CXCR4	receptor	P61073	0.203	0.159	0.049	0.67	27.04	5	3.6	0	-1	
246_552_641	IL7R	receptor	P16871	0.355	0.325	0.041	0.729	22.51	5	2.1	0	-1	
246_552_641	INSR	decoy	P06213	0.134	0.12	0.014	0.519	31.0	5	11.7	0	-1	
246_552_641	EPOR	decoy	P19235	0.118	0.105	0.01	0.706	27.01	5	2.3	0	-1	
246_552_641	GHR	decoy	P10912	0.127	0.112	0.017	0.621	28.06	5	2.4	0	-1	
246_552_641	LGR4	decoy	Q9BXB1	0.208	0.195	0.017	0.723	26.91	5	6.5	0	-1	
246_552_641	GCGR	decoy	P47871	0.17	0.129	0.037	0.522	23.34	5	1.4	0	-1	
246_552_641	PTHR1	decoy	Q03431	0.169	0.145	0.013	0.421	24.95	5	1.7	0	-1	
246_552_641	ADRB2	decoy	P07550	0.135	0.117	0.013	0.624	28.49	5	4.6	0	-1	
246_552_641	DRD2	decoy	P14416	0.105	0.086	0.012	0.531	29.97	5	5.0	0	-1	
246_552_641	ITGAV	decoy	P06756	0.16	0.138	0.019	0.62	30.07	5	17.2	0	-1	
246_552_641	ITGB3	decoy	P05106	0.195	0.179	0.016	0.608	28.91	5	9.5	0	-1	
276_039_066	IL23R	receptor	Q5VWK5	0.166	0.136	0.022	0.659	27.44	5	3.2	0	-1	
276_039_066	EGFR	receptor	P00533	0.423	0.364	0.083	0.644	23.42	5	8.5	0	-1	
276_039_066	FPR1	receptor	P21462	0.309	0.285	0.023	0.751	21.99	5	3.4	0	-1	
276_039_066	FPR2	receptor	P25090	0.318	0.3	0.015	0.751	22.41	5	3.6	0	-1	
276_039_066	TLR2	receptor	O60603	0.278	0.261	0.017	0.836	24.88	5	7.2	0	-1	
276_039_066	IL10RA	receptor	Q13651	0.092	0.085	0.007	0.73	27.82	5	1.9	0	-1	
276_039_066	GLP1R	receptor	P43220	0.146	0.136	0.008	0.527	23.38	5	1.4	0	-1	
276_039_066	GPR35	receptor	Q9HC97	0.207	0.203	0.004	0.742	24.95	5	3.1	0	-1	
276_039_066	ITGA4	receptor	P13612	0.43	0.414	0.009	0.623	26.0	5	17.3	0	-1	
276_039_066	ITGB7	receptor	P26010	0.253	0.233	0.016	0.598	28.17	5	10.1	0	-1	
276_039_066	CCR6	receptor	P51684	0.193	0.144	0.04	0.666	26.6	5	3.7	0	-1	
276_039_066	TNFRSF1B	receptor	P20333	0.232	0.195	0.04	0.553	24.96	5	2.3	0	-1	
276_039_066	IL6R	receptor	P08887	0.282	0.246	0.032	0.668	25.1	5	3.4	0	-1	
276_039_066	CXCR4	receptor	P61073	0.195	0.156	0.045	0.696	26.36	5	3.6	0	-1	
276_039_066	IL7R	receptor	P16871	0.19	0.181	0.008	0.726	24.27	5	2.0	0	-1	
276_039_066	INSR	decoy	P06213	0.153	0.14	0.015	0.527	29.73	5	11.5	0	-1	
276_039_066	EPOR	decoy	P19235	0.33	0.307	0.013	0.76	23.8	5	2.1	0	-1	
276_039_066	GHR	decoy	P10912	0.185	0.167	0.028	0.655	26.23	5	2.4	0	-1	
276_039_066	LGR4	decoy	Q9BXB1	0.311	0.302	0.008	0.748	24.46	5	6.2	0	-1	
276_039_066	GCGR	decoy	P47871	0.176	0.159	0.016	0.529	21.79	5	1.4	0	-1	
276_039_066	PTHR1	decoy	Q03431	0.189	0.179	0.013	0.471	24.86	5	1.6	0	-1	
276_039_066	ADRB2	decoy	P07550	0.17	0.137	0.031	0.674	27.39	5	4.5	0	-1	
276_039_066	DRD2	decoy	P14416	0.247	0.235	0.011	0.582	26.29	5	4.9	0	-1	
276_039_066	ITGAV	decoy	P06756	0.406	0.4	0.005	0.658	26.1	5	16.7	0	-1	
276_039_066	ITGB3	decoy	P05106	0.205	0.19	0.012	0.631	28.67	5	9.8	0	-1	
099_815_151	IL23R	receptor	Q5VWK5	0.158	0.151	0.004	0.676	27.08	5	3.2	0	-1	
099_815_151	EGFR	receptor	P00533	0.18	0.158	0.016	0.545	28.27	5	8.2	0	-1	
099_815_151	FPR1	receptor	P21462	0.312	0.306	0.007	0.718	23.2	5	3.6	0	-1	
099_815_151	FPR2	receptor	P25090	0.4	0.314	0.093	0.747	21.17	5	3.5	0	-1	
099_815_151	TLR2	receptor	O60603	0.271	0.235	0.025	0.845	25.51	5	7.3	0	-1	
099_815_151	IL10RA	receptor	Q13651	0.152	0.136	0.013	0.75	25.88	5	2.0	0	-1	
099_815_151	GLP1R	receptor	P43220	0.165	0.151	0.011	0.524	22.78	5	1.4	0	-1	
099_815_151	GPR35	receptor	Q9HC97	0.139	0.131	0.005	0.694	27.5	5	2.9	0	-1	
099_815_151	ITGA4	receptor	P13612	0.317	0.271	0.047	0.614	27.8	5	16.4	0	-1	
099_815_151	ITGB7	receptor	P26010	0.337	0.297	0.047	0.602	26.63	5	10.4	0	-1	
099_815_151	CCR6	receptor	P51684	0.207	0.133	0.037	0.645	26.55	5	3.9	0	-1	
099_815_151	TNFRSF1B	receptor	P20333	0.162	0.154	0.006	0.547	26.48	5	2.0	0	-1	
099_815_151	IL6R	receptor	P08887	0.181	0.174	0.006	0.663	27.51	5	3.5	0	-1	
099_815_151	CXCR4	receptor	P61073	0.141	0.123	0.012	0.652	28.4	5	3.6	0	-1	
099_815_151	IL7R	receptor	P16871	0.204	0.176	0.027	0.736	23.63	5	1.9	0	-1	
099_815_151	INSR	decoy	P06213	0.149	0.136	0.008	0.537	30.44	5	10.2	0	-1	
099_815_151	EPOR	decoy	P19235	0.098	0.082	0.01	0.736	26.79	5	2.1	0	-1	
099_815_151	GHR	decoy	P10912	0.094	0.088	0.004	0.628	28.65	5	2.3	0	-1	
099_815_151	LGR4	decoy	Q9BXB1	0.285	0.266	0.012	0.749	25.13	5	6.3	0	-1	
099_815_151	GCGR	decoy	P47871	0.172	0.155	0.017	0.514	22.08	5	1.4	0	-1	
099_815_151	PTHR1	decoy	Q03431	0.14	0.131	0.008	0.41	25.47	5	1.6	0	-1	
099_815_151	ADRB2	decoy	P07550	0.151	0.141	0.013	0.631	28.38	5	4.5	0	-1	
099_815_151	DRD2	decoy	P14416	0.189	0.133	0.047	0.55	27.82	5	4.5	0	-1	
099_815_151	ITGAV	decoy	P06756	0.32	0.305	0.019	0.64	27.71	5	17.8	0	-1	
099_815_151	ITGB3	decoy	P05106	0.17	0.149	0.023	0.618	29.14	5	10.1	0	-1	
272_147_215	IL23R	receptor	Q5VWK5	0.561	0.53	0.03	0.718	19.16	5	3.2	0	-1	
272_147_215	EGFR	receptor	P00533	0.255	0.213	0.039	0.576	28.44	5	8.4	0	-1	
272_147_215	FPR1	receptor	P21462	0.347	0.309	0.032	0.727	21.57	5	3.3	0	-1	
272_147_215	FPR2	receptor	P25090	0.352	0.345	0.007	0.763	21.58	5	3.6	0	-1	
272_147_215	TLR2	receptor	O60603	0.6	0.596	0.003	0.876	16.94	5	7.1	0	-1	
272_147_215	IL10RA	receptor	Q13651	0.113	0.096	0.011	0.749	26.69	5	1.8	0	-1	
272_147_215	GLP1R	receptor	P43220	0.256	0.226	0.043	0.591	20.35	5	1.4	0	-1	
272_147_215	GPR35	receptor	Q9HC97	0.164	0.146	0.014	0.739	28.84	5	2.9	0	-1	
272_147_215	ITGA4	receptor	P13612	0.344	0.321	0.017	0.613	27.45	5	17.4	0	-1	
272_147_215	ITGB7	receptor	P26010	0.248	0.226	0.016	0.592	28.0	5	10.0	0	-1	
272_147_215	CCR6	receptor	P51684	0.228	0.19	0.034	0.673	25.38	5	3.6	0	-1	
272_147_215	TNFRSF1B	receptor	P20333	0.21	0.193	0.016	0.548	25.21	5	2.1	0	-1	
272_147_215	IL6R	receptor	P08887	0.798	0.793	0.003	0.753	13.43	5	3.4	0	-1	
272_147_215	CXCR4	receptor	P61073	0.233	0.208	0.019	0.7	25.3	5	3.4	0	-1	
272_147_215	IL7R	receptor	P16871	0.157	0.142	0.014	0.733	25.62	5	2.0	0	-1	
272_147_215	INSR	decoy	P06213	0.297	0.278	0.015	0.52	27.94	5	11.4	0	-1	
272_147_215	EPOR	decoy	P19235	0.228	0.175	0.027	0.774	24.1	5	2.0	0	-1	
272_147_215	GHR	decoy	P10912	0.199	0.188	0.012	0.654	27.64	5	2.2	0	-1	
272_147_215	LGR4	decoy	Q9BXB1	0.274	0.231	0.035	0.743	25.43	5	5.9	0	-1	
272_147_215	GCGR	decoy	P47871	0.507	0.447	0.033	0.645	16.47	5	1.4	0	-1	
272_147_215	PTHR1	decoy	Q03431	0.185	0.173	0.012	0.476	24.2	5	1.5	0	-1	
272_147_215	ADRB2	decoy	P07550	0.214	0.185	0.022	0.67	26.17	5	4.4	0	-1	
272_147_215	DRD2	decoy	P14416	0.261	0.243	0.013	0.573	26.87	5	4.8	0	-1	
272_147_215	ITGAV	decoy	P06756	0.479	0.436	0.047	0.651	24.99	5	16.8	0	-1	
272_147_215	ITGB3	decoy	P05106	0.239	0.198	0.025	0.636	27.99	5	9.6	0	-1	
265_449_334	IL23R	receptor	Q5VWK5	0.214	0.161	0.041	0.637	26.94	5	3.6	0	-1	
265_449_334	EGFR	receptor	P00533	0.239	0.183	0.045	0.547	26.21	5	8.4	0	-1	
265_449_334	FPR1	receptor	P21462	0.102	0.08	0.012	0.649	28.89	5	3.8	0	-1	
265_449_334	FPR2	receptor	P25090	0.294	0.269	0.014	0.727	22.81	5	3.6	0	-1	
265_449_334	TLR2	receptor	O60603	0.305	0.276	0.022	0.826	24.48	5	7.5	0	-1	
265_449_334	IL10RA	receptor	Q13651	0.173	0.127	0.036	0.716	25.17	5	2.1	0	-1	
265_449_334	GLP1R	receptor	P43220	0.239	0.214	0.027	0.594	20.21	5	1.4	0	-1	
265_449_334	GPR35	receptor	Q9HC97	0.203	0.138	0.056	0.704	25.41	5	3.0	0	-1	
265_449_334	ITGA4	receptor	P13612	0.254	0.201	0.061	0.603	28.69	5	16.8	0	-1	
265_449_334	ITGB7	receptor	P26010	0.299	0.265	0.021	0.588	27.37	5	10.6	0	-1	
265_449_334	CCR6	receptor	P51684	0.183	0.166	0.019	0.616	26.05	5	4.1	0	-1	
265_449_334	TNFRSF1B	receptor	P20333	0.211	0.189	0.023	0.514	24.96	5	2.2	0	-1	
265_449_334	IL6R	receptor	P08887	0.247	0.225	0.02	0.665	24.96	5	3.7	0	-1	
265_449_334	CXCR4	receptor	P61073	0.264	0.251	0.012	0.686	23.67	5	3.8	0	-1	
265_449_334	IL7R	receptor	P16871	0.311	0.271	0.037	0.727	21.24	5	2.0	0	-1	
265_449_334	INSR	decoy	P06213	0.186	0.156	0.019	0.514	29.27	5	10.5	0	-1	
265_449_334	EPOR	decoy	P19235	0.181	0.155	0.016	0.727	24.06	5	2.3	0	-1	
265_449_334	GHR	decoy	P10912	0.223	0.194	0.033	0.643	23.31	5	2.5	0	-1	
265_449_334	LGR4	decoy	Q9BXB1	0.258	0.22	0.033	0.724	25.71	5	6.8	0	-1	
265_449_334	GCGR	decoy	P47871	0.247	0.209	0.029	0.6	19.38	5	1.4	0	-1	
265_449_334	PTHR1	decoy	Q03431	0.201	0.175	0.023	0.481	24.06	5	1.7	0	-1	
265_449_334	ADRB2	decoy	P07550	0.196	0.162	0.044	0.639	27.29	5	4.5	0	-1	
265_449_334	DRD2	decoy	P14416	0.169	0.111	0.04	0.537	28.4	5	4.7	0	-1	
265_449_334	ITGAV	decoy	P06756	0.405	0.348	0.056	0.646	25.82	5	18.2	0	-1	
265_449_334	ITGB3	decoy	P05106	0.242	0.209	0.029	0.605	27.96	5	10.5	0	-1	
096_585_313	IL23R	receptor	Q5VWK5	0.195	0.175	0.024	0.69	26.57	5	3.1	0	-1	
096_585_313	EGFR	receptor	P00533	0.298	0.256	0.054	0.582	25.71	5	7.4	0	-1	
096_585_313	FPR1	receptor	P21462	0.309	0.291	0.016	0.747	22.54	5	3.2	0	-1	
096_585_313	FPR2	receptor	P25090	0.337	0.329	0.01	0.788	22.18	5	3.2	0	-1	
096_585_313	TLR2	receptor	O60603	0.307	0.271	0.045	0.864	24.62	5	7.0	0	-1	
096_585_313	IL10RA	receptor	Q13651	0.091	0.085	0.006	0.783	27.02	5	1.8	0	-1	
096_585_313	GLP1R	receptor	P43220	0.193	0.172	0.012	0.578	21.14	5	1.3	0	-1	
096_585_313	GPR35	receptor	Q9HC97	0.173	0.157	0.011	0.754	25.83	5	2.6	0	-1	
096_585_313	ITGA4	receptor	P13612	0.535	0.519	0.012	0.627	24.77	5	16.3	0	-1	
096_585_313	ITGB7	receptor	P26010	0.276	0.24	0.022	0.609	27.79	5	10.1	0	-1	
096_585_313	CCR6	receptor	P51684	0.199	0.173	0.021	0.65	26.74	5	3.7	0	-1	
096_585_313	TNFRSF1B	receptor	P20333	0.269	0.236	0.028	0.578	23.63	5	2.0	0	-1	
096_585_313	IL6R	receptor	P08887	0.312	0.283	0.029	0.688	24.35	5	3.2	0	-1	
096_585_313	CXCR4	receptor	P61073	0.319	0.284	0.026	0.726	23.34	5	3.2	0	-1	
096_585_313	IL7R	receptor	P16871	0.291	0.25	0.034	0.775	21.14	5	1.8	0	-1	
096_585_313	INSR	decoy	P06213	0.293	0.238	0.055	0.531	29.32	5	10.1	0	-1	
096_585_313	EPOR	decoy	P19235	0.283	0.264	0.012	0.789	24.28	5	1.8	0	-1	
096_585_313	GHR	decoy	P10912	0.161	0.138	0.016	0.658	26.34	5	2.1	0	-1	
096_585_313	LGR4	decoy	Q9BXB1	0.402	0.368	0.042	0.772	22.68	5	6.2	0	-1	
096_585_313	GCGR	decoy	P47871	0.23	0.208	0.025	0.568	19.37	5	1.6	0	-1	
096_585_313	PTHR1	decoy	Q03431	0.25	0.222	0.028	0.468	22.8	5	1.4	0	-1	
096_585_313	ADRB2	decoy	P07550	0.125	0.119	0.003	0.678	29.21	5	3.9	0	-1	
096_585_313	DRD2	decoy	P14416	0.345	0.326	0.015	0.588	25.09	5	4.5	0	-1	
096_585_313	ITGAV	decoy	P06756	0.595	0.513	0.106	0.658	23.59	5	17.2	0	-1	
096_585_313	ITGB3	decoy	P05106	0.198	0.173	0.031	0.651	28.59	5	9.8	0	-1	
246_544_622	IL23R	receptor	Q5VWK5	0.274	0.242	0.029	0.668	25.29	5	3.6	0	-1	
246_544_622	EGFR	receptor	P00533	0.232	0.219	0.017	0.556	28.01	5	7.9	0	-1	
246_544_622	FPR1	receptor	P21462	0.228	0.196	0.025	0.698	24.92	5	3.8	0	-1	
246_544_622	FPR2	receptor	P25090	0.485	0.472	0.011	0.758	19.36	5	3.6	0	-1	
246_544_622	TLR2	receptor	O60603	0.311	0.286	0.014	0.83	23.83	5	7.7	0	-1	
246_544_622	IL10RA	receptor	Q13651	0.085	0.078	0.005	0.699	28.3	5	2.1	0	-1	
246_544_622	GLP1R	receptor	P43220	0.167	0.156	0.008	0.564	21.9	5	1.4	0	-1	
246_544_622	GPR35	receptor	Q9HC97	0.334	0.279	0.081	0.738	22.96	5	2.9	0	-1	
